QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE,sale_year,sale_month,sale_day
46,100.0,11,9470.94,2003-08-08,Classic Cars,173,USA,Large,2003,8,8
49,100.0,10,7036.89,2003-09-28,Classic Cars,173,Spain,Large,2003,9,28
27,100.0,2,5559.03,2003-10-22,Classic Cars,173,Singapore,Medium,2003,10,22
50,100.0,1,7872.5,2003-11-06,Classic Cars,173,Italy,Large,2003,11,6
43,100.0,12,7886.2,2003-11-14,Classic Cars,173,USA,Large,2003,11,14
38,100.0,4,7232.16,2003-11-26,Classic Cars,173,USA,Large,2003,11,26
20,100.0,12,3114.4,2004-01-02,Classic Cars,173,France,Medium,2004,1,2
27,100.0,1,5045.22,2004-02-12,Classic Cars,173,Ireland,Medium,2004,2,12
49,100.0,1,6952.12,2004-03-19,Classic Cars,173,Spain,Medium,2004,3,19
27,100.0,1,4157.73,2004-05-05,Classic Cars,173,Finland,Medium,2004,5,5
39,100.0,1,7962.24,2004-07-20,Classic Cars,173,USA,Large,2004,7,20
24,100.0,4,3778.8,2004-08-20,Classic Cars,173,USA,Medium,2004,8,20
45,100.0,7,8253.0,2004-09-09,Classic Cars,173,Italy,Large,2004,9,9
20,100.0,12,3633.4,2004-10-14,Classic Cars,173,UK,Medium,2004,10,14
36,100.0,4,6913.8,2004-10-22,Classic Cars,173,Denmark,Medium,2004,10,22
24,100.0,1,2583.6,2004-11-05,Classic Cars,173,Norway,Small,2004,11,5
49,63.38,1,3105.62,2004-11-20,Classic Cars,173,France,Medium,2004,11,20
26,100.0,10,4408.56,2004-12-01,Classic Cars,173,USA,Medium,2004,12,1
49,62.09,5,3042.41,2004-12-15,Classic Cars,173,France,Medium,2004,12,15
34,100.0,1,5941.5,2005-01-26,Classic Cars,173,Japan,Medium,2005,1,26
34,95.35,12,3241.9,2005-02-17,Classic Cars,173,USA,Medium,2005,2,17
33,100.0,3,6109.29,2005-03-23,Classic Cars,173,USA,Medium,2005,3,23
22,100.0,1,3387.78,2005-05-05,Classic Cars,173,USA,Medium,2005,5,5
39,89.38,7,3485.82,2003-03-03,Classic Cars,79,Philippines,Medium,2003,3,3
32,63.84,11,2042.88,2003-05-08,Classic Cars,79,France,Small,2003,5,8
24,75.01,8,1800.24,2003-07-02,Classic Cars,79,USA,Small,2003,7,2
21,63.84,8,1340.64,2003-09-05,Classic Cars,79,USA,Small,2003,9,5
24,73.42,3,1762.08,2003-10-10,Classic Cars,79,USA,Small,2003,10,10
36,63.84,3,2298.24,2003-11-04,Classic Cars,79,Australia,Small,2003,11,4
20,81.4,15,1628.0,2003-11-12,Classic Cars,79,Norway,Small,2003,11,12
30,64.64,4,1939.2,2003-11-20,Classic Cars,79,Germany,Small,2003,11,20
44,82.99,9,3651.56,2003-12-02,Classic Cars,79,Spain,Medium,2003,12,2
28,92.57,3,2591.96,2004-01-15,Classic Cars,79,France,Small,2004,1,15
37,77.41,10,2864.17,2004-02-22,Classic Cars,79,Switzerland,Small,2004,2,22
20,74.21,4,1484.2,2004-04-09,Classic Cars,79,Denmark,Small,2004,4,9
25,90.17,14,2254.25,2004-06-01,Classic Cars,79,UK,Small,2004,6,1
35,76.61,15,2681.35,2004-07-06,Classic Cars,79,Italy,Small,2004,7,6
38,83.79,4,3184.02,2004-08-02,Classic Cars,79,USA,Medium,2004,8,2
41,69.43,13,2846.63,2004-08-30,Classic Cars,79,Switzerland,Small,2004,8,30
22,76.61,6,1685.42,2003-10-04,Classic Cars,79,Germany,Small,2003,10,4
49,81.4,11,3988.6,2004-10-16,Classic Cars,79,Germany,Medium,2004,10,16
38,73.42,4,2789.96,2004-11-03,Classic Cars,79,Sweden,Small,2004,11,3
33,100.0,14,3607.56,2004-11-15,Classic Cars,79,USA,Medium,2004,11,15
36,93.56,10,3368.16,2004-11-24,Classic Cars,79,Austria,Medium,2004,11,24
34,81.62,5,2775.08,2005-01-06,Classic Cars,79,Finland,Small,2005,1,6
24,67.83,5,1627.92,2005-02-09,Classic Cars,79,Finland,Small,2005,2,9
36,70.26,7,2529.36,2005-03-03,Classic Cars,79,Sweden,Small,2005,3,3
34,90.17,14,3065.78,2005-05-17,Classic Cars,79,Austria,Medium,2005,5,17
41,100.0,9,4615.78,2003-01-31,Trucks and Buses,118,Spain,Medium,2003,1,31
46,100.0,5,5723.78,2003-04-04,Trucks and Buses,118,USA,Medium,2003,4,4
24,100.0,11,2559.6,2003-06-03,Trucks and Buses,118,USA,Small,2003,6,3
21,100.0,5,2140.11,2003-08-01,Trucks and Buses,118,Finland,Small,2003,8,1
24,100.0,3,3327.6,2003-09-21,Trucks and Buses,118,Finland,Medium,2003,9,21
48,100.0,12,6825.6,2003-10-22,Trucks and Buses,118,Singapore,Medium,2003,10,22
26,100.0,1,3543.28,2003-11-06,Trucks and Buses,118,UK,Medium,2003,11,6
37,100.0,6,4516.22,2003-11-14,Trucks and Buses,118,Spain,Medium,2003,11,14
49,100.0,6,6445.46,2003-11-25,Trucks and Buses,118,USA,Medium,2003,11,25
34,99.54,7,3384.36,2003-12-09,Trucks and Buses,118,USA,Medium,2003,12,9
48,100.0,2,4891.68,2004-02-10,Trucks and Buses,118,USA,Medium,2004,2,10
36,100.0,1,4521.96,2004-03-11,Trucks and Buses,118,USA,Medium,2004,3,11
46,100.0,5,5069.66,2004-05-05,Trucks and Buses,118,Spain,Medium,2004,5,5
46,100.0,4,6541.2,2004-06-15,Trucks and Buses,118,Singapore,Medium,2004,6,15
31,97.17,5,3012.27,2004-07-20,Trucks and Buses,118,USA,Medium,2004,7,20
41,100.0,1,5247.18,2004-08-19,Trucks and Buses,118,USA,Medium,2004,8,19
21,100.0,8,2214.87,2004-09-08,Trucks and Buses,118,USA,Small,2004,9,8
38,100.0,5,4773.18,2004-10-13,Trucks and Buses,118,USA,Medium,2004,10,13
45,100.0,14,6185.7,2004-10-22,Trucks and Buses,118,Denmark,Medium,2004,10,22
26,58.38,7,1517.88,2004-11-05,Trucks and Buses,118,USA,Small,2004,11,5
38,100.0,3,6372.6,2004-11-20,Trucks and Buses,118,France,Medium,2004,11,20
48,100.0,9,5232.96,2004-12-01,Trucks and Buses,118,USA,Medium,2004,12,1
42,64.16,9,2694.72,2004-12-10,Trucks and Buses,118,Spain,Small,2004,12,10
49,35.71,4,1749.79,2005-01-23,Trucks and Buses,118,USA,Small,2005,1,23
32,66.58,13,2130.56,2005-02-17,Trucks and Buses,118,USA,Small,2005,2,17
54,100.0,5,5951.34,2005-05-03,Trucks and Buses,118,Spain,Medium,2005,5,3
33,100.0,4,4692.6,2005-05-31,Trucks and Buses,118,France,Medium,2005,5,31
36,100.0,3,3731.04,2003-03-03,Classic Cars,115,Philippines,Medium,2003,3,3
20,100.0,7,2142.0,2003-05-08,Classic Cars,115,France,Small,2003,5,8
29,97.89,4,2838.81,2003-07-02,Classic Cars,115,USA,Small,2003,7,2
33,97.89,4,3230.37,2003-09-05,Classic Cars,115,USA,Medium,2003,9,5
50,100.0,5,5182.0,2003-10-11,Classic Cars,115,USA,Medium,2003,10,11
41,100.0,3,4391.1,2003-11-04,Classic Cars,115,Austria,Medium,2003,11,4
36,100.0,11,4477.32,2003-11-12,Classic Cars,115,Norway,Medium,2003,11,12
27,100.0,16,3544.56,2003-11-20,Classic Cars,115,USA,Medium,2003,11,20
47,100.0,5,5195.85,2003-12-02,Classic Cars,115,Spain,Medium,2003,12,2
33,100.0,15,4180.44,2004-01-16,Classic Cars,115,Spain,Medium,2004,1,16
21,100.0,6,2684.43,2004-02-22,Classic Cars,115,Switzerland,Small,2004,2,22
21,93.28,5,1958.88,2004-04-12,Classic Cars,115,Finland,Small,2004,4,12
41,100.0,10,4910.57,2004-06-01,Classic Cars,115,UK,Medium,2004,6,1
40,100.0,11,4468.4,2004-07-06,Classic Cars,115,Italy,Medium,2004,7,6
28,100.0,1,3127.88,2004-08-04,Classic Cars,115,Singapore,Medium,2004,8,4
23,100.0,9,2675.13,2004-08-30,Classic Cars,115,Switzerland,Small,2004,8,30
23,100.0,2,2807.61,2003-10-04,Classic Cars,115,Germany,Small,2003,10,4
25,100.0,7,2504.75,2004-10-16,Classic Cars,115,Germany,Small,2004,10,16
24,100.0,15,2984.88,2004-11-04,Classic Cars,115,USA,Small,2004,11,4
39,64.74,15,2524.86,2004-11-15,Classic Cars,115,USA,Small,2004,11,15
55,75.2,7,4136.0,2004-11-24,Classic Cars,115,Austria,Medium,2004,11,24
46,88.45,6,4068.7,2005-01-06,Classic Cars,115,Finland,Medium,2005,1,6
50,100.0,1,5182.0,2005-02-09,Classic Cars,115,Finland,Medium,2005,2,9
47,100.0,8,5243.79,2005-03-03,Classic Cars,115,Sweden,Medium,2005,3,3
97,93.28,5,9048.16,2005-04-14,Classic Cars,115,France,Large,2005,4,14
32,100.0,10,3832.64,2005-05-17,Classic Cars,115,Austria,Medium,2005,5,17
35,100.0,10,3920.0,2003-01-29,Trucks and Buses,116,Norway,Medium,2003,1,29
49,100.0,4,4916.66,2003-03-26,Trucks and Buses,116,USA,Medium,2003,3,26
38,100.0,10,3857.0,2003-05-28,Trucks and Buses,116,Spain,Medium,2003,5,28
32,100.0,10,4181.44,2003-07-24,Trucks and Buses,116,USA,Medium,2003,7,24
34,100.0,7,4641.0,2003-09-19,Trucks and Buses,116,Singapore,Medium,2003,9,19
36,99.17,8,3570.12,2003-10-21,Trucks and Buses,116,Austria,Medium,2003,10,21
48,93.34,3,4480.32,2003-11-06,Trucks and Buses,116,Australia,Medium,2003,11,6
21,96.84,7,2033.64,2003-11-13,Trucks and Buses,116,USA,Small,2003,11,13
21,93.34,10,1960.14,2003-11-25,Trucks and Buses,116,France,Small,2003,11,25
34,100.0,5,3966.78,2003-12-05,Trucks and Buses,116,Canada,Medium,2003,12,5
46,100.0,2,5152.0,2004-01-29,Trucks and Buses,116,USA,Medium,2004,1,29
32,100.0,1,3360.0,2004-03-10,Trucks and Buses,116,USA,Medium,2004,3,10
29,100.0,8,3451.0,2004-05-04,Trucks and Buses,116,USA,Medium,2004,5,4
41,100.0,5,5453.0,2004-06-15,Trucks and Buses,116,Japan,Medium,2004,6,15
43,96.84,8,4164.12,2004-07-19,Trucks and Buses,116,Australia,Medium,2004,7,19
24,100.0,1,2800.08,2004-08-17,Trucks and Buses,116,Italy,Small,2004,8,17
41,100.0,10,4687.94,2004-09-08,Trucks and Buses,116,Sweden,Medium,2004,9,8
46,98.0,5,4508.0,2004-10-11,Trucks and Buses,116,France,Medium,2004,10,11
32,100.0,2,4181.44,2004-10-21,Trucks and Buses,116,USA,Medium,2004,10,21
22,100.0,10,2251.04,2004-11-04,Trucks and Buses,116,USA,Small,2004,11,4
29,40.25,7,1167.25,2004-11-18,Trucks and Buses,116,USA,Small,2004,11,18
42,49.6,5,2083.2,2004-11-29,Trucks and Buses,116,Australia,Small,2004,11,29
39,98.0,1,3822.0,2004-12-10,Trucks and Buses,116,USA,Medium,2004,12,10
27,100.0,1,3911.49,2005-01-20,Trucks and Buses,116,Australia,Medium,2005,1,20
48,98.0,2,4704.0,2005-02-17,Trucks and Buses,116,USA,Medium,2005,2,17
29,85.1,10,2467.9,2005-03-09,Trucks and Buses,116,Australia,Small,2005,3,9
27,100.0,8,3213.0,2005-05-01,Trucks and Buses,116,Canada,Medium,2005,5,1
54,100.0,5,7182.0,2005-05-31,Trucks and Buses,116,Spain,Large,2005,5,31
26,100.0,4,4379.18,2003-03-10,Classic Cars,141,USA,Medium,2003,3,10
34,100.0,2,5004.8,2003-05-08,Classic Cars,141,France,Medium,2003,5,8
25,100.0,2,3644.75,2003-07-04,Classic Cars,141,France,Medium,2003,7,4
23,100.0,13,2702.04,2003-09-11,Classic Cars,141,Australia,Small,2003,9,11
28,100.0,12,3764.88,2003-10-17,Classic Cars,141,Denmark,Medium,2003,10,17
35,100.0,2,4508.0,2003-11-05,Classic Cars,141,Canada,Medium,2003,11,5
44,100.0,6,5418.16,2003-11-12,Classic Cars,141,Norway,Medium,2003,11,12
22,100.0,11,3300.66,2003-11-20,Classic Cars,141,USA,Medium,2003,11,20
42,100.0,17,6182.4,2003-12-02,Classic Cars,141,USA,Medium,2003,12,2
29,100.0,10,4186.73,2004-01-16,Classic Cars,141,Spain,Medium,2004,1,16
32,100.0,1,4529.28,2004-02-22,Classic Cars,141,Switzerland,Medium,2004,2,22
41,100.0,3,5628.89,2004-04-13,Classic Cars,141,Japan,Medium,2004,4,13
26,100.0,5,3054.48,2004-06-01,Classic Cars,141,UK,Medium,2004,6,1
21,100.0,6,2526.51,2004-07-06,Classic Cars,141,Italy,Small,2004,7,6
34,100.0,6,4667.86,2004-08-06,Classic Cars,141,USA,Medium,2004,8,6
41,100.0,4,6499.32,2004-08-30,Classic Cars,141,Switzerland,Medium,2004,8,30
37,100.0,8,5917.78,2003-10-05,Classic Cars,141,Norway,Medium,2003,10,5
37,100.0,2,6231.91,2004-10-16,Classic Cars,141,Germany,Medium,2004,10,16
41,100.0,10,5803.14,2004-11-04,Classic Cars,141,USA,Medium,2004,11,4
46,100.0,6,6434.02,2004-11-17,Classic Cars,141,USA,Medium,2004,11,17
40,100.0,2,6454.4,2004-11-24,Classic Cars,141,Australia,Medium,2004,11,24
43,97.6,8,4196.8,2004-12-09,Classic Cars,141,France,Medium,2004,12,9
30,87.06,1,2611.8,2005-01-07,Classic Cars,141,USA,Small,2005,1,7
35,100.0,2,5895.05,2005-02-09,Classic Cars,141,Finland,Medium,2005,2,9
36,93.77,14,3375.72,2005-03-04,Classic Cars,141,USA,Medium,2005,3,4
61,100.0,3,8374.69,2005-04-15,Classic Cars,141,Denmark,Large,2005,4,15
38,100.0,5,4464.24,2005-05-17,Classic Cars,141,Austria,Medium,2005,5,17
39,100.0,2,4808.31,2003-01-10,Vintage Cars,102,USA,Medium,2003,1,10
33,99.66,6,3288.78,2003-03-25,Vintage Cars,102,USA,Medium,2003,3,25
32,100.0,1,3254.72,2003-05-21,Vintage Cars,102,Australia,Medium,2003,5,21
31,100.0,7,3184.94,2003-07-16,Vintage Cars,102,Australia,Medium,2003,7,16
50,100.0,4,5907.5,2003-09-12,Vintage Cars,102,USA,Medium,2003,9,12
48,91.44,2,4389.12,2003-10-18,Vintage Cars,102,USA,Medium,2003,10,18
43,100.0,6,5036.16,2003-11-05,Vintage Cars,102,Italy,Medium,2003,11,5
25,87.33,3,2183.25,2003-11-12,Vintage Cars,102,USA,Small,2003,11,12
28,100.0,7,3106.88,2003-11-21,Vintage Cars,102,Australia,Medium,2003,11,21
36,100.0,2,3735.72,2003-12-03,Vintage Cars,102,Spain,Medium,2003,12,3
27,89.38,10,2413.26,2004-01-29,Vintage Cars,102,USA,Small,2004,1,29
25,100.0,3,2953.75,2004-03-02,Vintage Cars,102,France,Small,2004,3,2
40,100.0,7,4684.8,2004-04-29,Vintage Cars,102,Spain,Medium,2004,4,29
34,95.55,2,3248.7,2004-06-08,Vintage Cars,102,Denmark,Medium,2004,6,8
50,100.0,9,5239.5,2004-08-17,Vintage Cars,102,Italy,Medium,2004,8,17
38,100.0,2,4567.98,2004-09-03,Vintage Cars,102,Norway,Medium,2004,9,3
37,95.55,13,3535.35,2004-10-11,Vintage Cars,102,France,Medium,2004,10,11
43,89.38,10,3843.34,2004-10-21,Vintage Cars,102,USA,Medium,2004,10,21
43,86.3,14,3710.9,2004-11-04,Vintage Cars,102,USA,Medium,2004,11,4
46,95.13,15,4375.98,2004-11-17,Vintage Cars,102,UK,Medium,2004,11,17
42,36.11,3,1516.62,2004-11-29,Vintage Cars,102,USA,Small,2004,11,29
50,50.18,9,2509.0,2004-12-09,Vintage Cars,102,France,Small,2004,12,9
44,100.0,8,9240.44,2005-01-20,Vintage Cars,102,USA,Large,2005,1,20
27,93.16,13,2515.32,2005-02-16,Vintage Cars,102,Spain,Small,2005,2,16
35,100.0,2,5548.9,2005-03-09,Vintage Cars,102,Australia,Medium,2005,3,9
51,95.55,2,4873.05,2005-05-30,Vintage Cars,102,USA,Medium,2005,5,30
41,50.14,1,2055.74,2003-01-10,Vintage Cars,53,USA,Small,2003,1,10
48,49.06,5,2354.88,2003-03-25,Vintage Cars,53,USA,Small,2003,3,25
42,54.99,17,2309.58,2003-05-28,Vintage Cars,53,Spain,Small,2003,5,28
49,43.13,6,2113.37,2003-07-16,Vintage Cars,53,Australia,Small,2003,7,16
30,58.22,3,1746.6,2003-09-12,Vintage Cars,53,USA,Small,2003,9,12
45,51.21,1,2304.45,2003-10-18,Vintage Cars,53,USA,Small,2003,10,18
48,44.21,5,2122.08,2003-11-05,Vintage Cars,53,Italy,Small,2003,11,5
32,54.45,2,1742.4,2003-11-12,Vintage Cars,53,USA,Small,2003,11,12
46,53.37,6,2455.02,2003-11-21,Vintage Cars,53,Australia,Small,2003,11,21
48,63.61,1,3053.28,2003-12-03,Vintage Cars,53,Spain,Medium,2003,12,3
33,43.13,9,1423.29,2004-01-29,Vintage Cars,53,USA,Small,2004,1,29
31,48.52,2,1504.12,2004-03-02,Vintage Cars,53,France,Small,2004,3,2
20,58.22,6,1164.4,2004-04-29,Vintage Cars,53,Spain,Small,2004,4,29
29,51.75,1,1500.75,2004-06-08,Vintage Cars,53,Denmark,Small,2004,6,8
27,57.68,8,1557.36,2004-08-17,Vintage Cars,53,Italy,Small,2004,8,17
24,56.07,1,1345.68,2004-09-03,Vintage Cars,53,Norway,Small,2004,9,3
37,48.52,12,1795.24,2004-10-11,Vintage Cars,53,France,Small,2004,10,11
25,44.21,9,1105.25,2004-10-21,Vintage Cars,53,USA,Small,2004,10,21
41,57.68,5,2364.88,2004-11-04,Vintage Cars,53,USA,Small,2004,11,4
27,89.89,16,2427.03,2004-11-17,Vintage Cars,53,UK,Small,2004,11,17
21,58.95,7,1237.95,2004-11-29,Vintage Cars,53,Australia,Small,2004,11,29
22,72.41,6,1593.02,2004-12-09,Vintage Cars,53,France,Small,2004,12,9
32,98.63,7,3156.16,2005-01-20,Vintage Cars,53,USA,Medium,2005,1,20
25,52.83,9,1320.75,2005-02-17,Vintage Cars,53,USA,Small,2005,2,17
42,100.0,3,4998.0,2005-03-09,Vintage Cars,53,Australia,Medium,2005,3,9
25,51.75,1,1293.75,2005-05-30,Vintage Cars,53,USA,Small,2005,5,30
37,100.0,16,5433.08,2003-03-18,Classic Cars,124,UK,Medium,2003,3,18
26,100.0,2,3073.72,2003-05-20,Classic Cars,124,France,Medium,2003,5,20
44,99.55,2,4380.2,2003-07-10,Classic Cars,124,France,Medium,2003,7,10
47,100.0,9,5848.68,2003-09-11,Classic Cars,124,Australia,Medium,2003,9,11
43,100.0,8,6153.73,2003-10-17,Classic Cars,124,Denmark,Medium,2003,10,17
42,100.0,6,4965.24,2003-11-05,Classic Cars,124,USA,Medium,2003,11,5
42,100.0,2,5435.64,2003-11-12,Classic Cars,124,Norway,Medium,2003,11,12
29,100.0,7,4258.36,2003-11-20,Classic Cars,124,USA,Medium,2003,11,20
40,100.0,13,4032.0,2003-12-02,Classic Cars,124,USA,Medium,2003,12,2
38,100.0,6,4492.36,2004-01-16,Classic Cars,124,Spain,Medium,2004,1,16
38,100.0,4,4161.38,2004-02-26,Classic Cars,124,USA,Medium,2004,2,26
21,100.0,11,2508.66,2004-04-13,Classic Cars,124,France,Small,2004,4,13
24,100.0,1,3374.88,2004-06-01,Classic Cars,124,UK,Medium,2004,6,1
36,100.0,2,5196.6,2004-07-06,Classic Cars,124,Italy,Medium,2004,7,6
23,100.0,2,2604.52,2004-08-06,Classic Cars,124,USA,Small,2004,8,6
20,100.0,14,2936.8,2004-09-01,Classic Cars,124,Singapore,Small,2004,9,1
32,100.0,4,3424.64,2003-10-05,Classic Cars,124,Norway,Medium,2003,10,5
29,100.0,9,2923.2,2004-10-16,Classic Cars,124,Spain,Small,2004,10,16
44,100.0,6,4489.76,2004-11-04,Classic Cars,124,USA,Medium,2004,11,4
44,100.0,14,4849.24,2004-11-17,Classic Cars,124,USA,Medium,2004,11,17
36,100.0,4,5848.92,2004-11-24,Classic Cars,124,France,Medium,2004,11,24
49,56.3,1,2758.7,2005-01-12,Classic Cars,124,USA,Small,2005,1,12
34,42.64,5,1449.76,2005-02-10,Classic Cars,124,Spain,Small,2005,2,10
59,100.0,11,7048.14,2005-04-22,Classic Cars,124,USA,Large,2005,4,22
37,100.0,1,5202.94,2005-05-17,Classic Cars,124,Austria,Medium,2005,5,17
36,100.0,12,5279.4,2003-02-17,Planes,157,Italy,Medium,2003,2,17
43,100.0,3,6916.12,2003-04-28,Planes,157,Austria,Medium,2003,4,28
21,100.0,4,2781.66,2003-06-16,Planes,157,USA,Small,2003,6,16
32,100.0,7,5248.0,2003-08-10,Planes,157,USA,Medium,2003,8,10
38,100.0,5,6531.44,2003-10-06,Planes,157,Finland,Medium,2003,10,6
43,100.0,1,5763.72,2003-10-23,Planes,157,Sweden,Medium,2003,10,23
42,100.0,4,6490.68,2003-11-08,Planes,157,France,Medium,2003,11,8
32,100.0,1,6004.8,2003-11-14,Planes,157,UK,Medium,2003,11,14
42,100.0,4,7483.98,2003-11-27,Planes,157,Philippines,Large,2003,11,27
31,100.0,17,5719.5,2004-01-12,Planes,157,Japan,Medium,2004,1,12
49,100.0,4,6954.08,2004-02-19,Planes,157,USA,Medium,2004,2,19
45,100.0,14,8160.3,2004-05-11,Planes,157,USA,Large,2004,5,11
49,100.0,9,6567.96,2004-06-24,Planes,157,Spain,Medium,2004,6,24
41,100.0,1,6724.0,2004-07-21,Planes,157,USA,Medium,2004,7,21
45,100.0,11,5747.85,2004-08-21,Planes,157,Norway,Medium,2004,8,21
36,100.0,7,5676.84,2004-09-15,Planes,157,Germany,Medium,2004,9,15
39,100.0,1,7379.97,2004-10-14,Planes,157,USA,Large,2004,10,14
27,100.0,9,3704.13,2004-11-01,Planes,157,UK,Medium,2004,11,1
25,100.0,6,2804.75,2004-11-10,Planes,157,Denmark,Small,2004,11,10
41,100.0,1,5624.79,2004-11-22,Planes,157,Belgium,Medium,2004,11,22
39,99.52,1,3881.28,2004-12-03,Planes,157,UK,Medium,2004,12,3
28,57.55,4,1611.4,2005-01-31,Planes,157,Finland,Small,2005,1,31
25,54.57,7,1364.25,2005-03-01,Planes,157,Spain,Small,2005,3,1
33,100.0,11,4215.09,2005-03-30,Planes,157,France,Medium,2005,3,30
34,100.0,1,6433.82,2005-04-01,Planes,157,USA,Medium,2005,4,1
24,100.0,14,4352.16,2005-05-10,Planes,157,Italy,Medium,2005,5,10
30,100.0,3,5151.0,2003-01-06,Vintage Cars,170,USA,Medium,2003,1,6
42,100.0,7,6069.0,2003-03-18,Vintage Cars,170,UK,Medium,2003,3,18
21,100.0,6,2856.0,2003-05-21,Vintage Cars,170,USA,Small,2003,5,21
34,100.0,11,5375.4,2003-09-12,Vintage Cars,170,USA,Medium,2003,9,12
29,100.0,9,5176.5,2003-10-18,Vintage Cars,170,USA,Medium,2003,10,18
24,100.0,13,3508.8,2003-11-05,Vintage Cars,170,Italy,Medium,2003,11,5
44,100.0,10,7554.8,2003-11-12,Vintage Cars,170,USA,Large,2003,11,12
21,100.0,14,3141.6,2003-11-21,Vintage Cars,170,Australia,Medium,2003,11,21
33,100.0,4,5890.5,2003-12-02,Vintage Cars,170,USA,Medium,2003,12,2
30,100.0,7,5967.0,2004-01-26,Vintage Cars,170,Spain,Medium,2004,1,26
26,100.0,10,3712.8,2004-03-02,Vintage Cars,170,France,Medium,2004,3,2
41,100.0,2,7597.3,2004-04-13,Vintage Cars,170,France,Large,2004,4,13
26,100.0,16,3668.6,2004-08-17,Vintage Cars,170,Italy,Medium,2004,8,17
32,100.0,5,5875.2,2004-09-01,Vintage Cars,170,Singapore,Medium,2004,9,1
43,100.0,1,7310.0,2003-10-06,Vintage Cars,170,UK,Large,2003,10,6
48,100.0,17,8078.4,2004-10-21,Vintage Cars,170,USA,Large,2004,10,21
44,74.04,7,3257.76,2004-11-17,Vintage Cars,170,USA,Medium,2004,11,17
45,100.0,1,7650.0,2004-11-25,Vintage Cars,170,France,Large,2004,11,25
37,100.0,3,4703.81,2005-01-12,Vintage Cars,170,USA,Medium,2005,1,12
39,100.0,2,5399.55,2005-02-10,Vintage Cars,170,Spain,Medium,2005,2,10
76,100.0,2,14082.8,2005-04-22,Vintage Cars,170,USA,Large,2005,4,22
37,100.0,5,5283.6,2005-05-29,Vintage Cars,170,Australia,Medium,2005,5,29
38,82.39,2,3130.82,2003-03-03,Classic Cars,77,Philippines,Medium,2003,3,3
43,72.38,6,3112.34,2003-05-08,Classic Cars,77,France,Medium,2003,5,8
48,79.31,3,3806.88,2003-07-02,Classic Cars,77,USA,Medium,2003,7,2
26,82.39,3,2142.14,2003-09-05,Classic Cars,77,USA,Small,2003,9,5
38,88.55,4,3364.9,2003-10-11,Classic Cars,77,USA,Medium,2003,10,11
20,63.14,2,1262.8,2003-11-04,Classic Cars,77,Austria,Small,2003,11,4
22,73.92,10,1626.24,2003-11-12,Classic Cars,77,Norway,Small,2003,11,12
45,90.86,15,4088.7,2003-11-20,Classic Cars,77,USA,Medium,2003,11,20
45,85.47,4,3846.15,2003-12-02,Classic Cars,77,Spain,Medium,2003,12,2
20,66.99,14,1339.8,2004-01-16,Classic Cars,77,Spain,Small,2004,1,16
47,64.68,5,3039.96,2004-02-22,Classic Cars,77,Switzerland,Medium,2004,2,22
46,73.92,4,3400.32,2004-04-12,Classic Cars,77,Finland,Medium,2004,4,12
23,83.93,9,1930.39,2004-06-01,Classic Cars,77,UK,Small,2004,6,1
33,74.69,10,2464.77,2004-07-06,Classic Cars,77,Italy,Small,2004,7,6
29,90.86,10,2634.94,2004-08-06,Classic Cars,77,USA,Small,2004,8,6
44,82.39,8,3625.16,2004-08-30,Classic Cars,77,Switzerland,Medium,2004,8,30
41,92.4,1,3788.4,2003-10-04,Classic Cars,77,Germany,Medium,2003,10,4
20,91.63,6,1832.6,2004-10-16,Classic Cars,77,Germany,Small,2004,10,16
37,78.54,14,2905.98,2004-11-04,Classic Cars,77,USA,Small,2004,11,4
29,100.0,9,2954.81,2004-11-15,Classic Cars,77,USA,Small,2004,11,15
55,65.45,1,3599.75,2004-11-24,Classic Cars,77,Australia,Medium,2004,11,24
22,100.0,7,3686.54,2005-01-06,Classic Cars,77,Finland,Medium,2005,1,6
31,67.76,4,2100.56,2005-02-09,Classic Cars,77,Finland,Small,2005,2,9
49,79.22,3,3881.78,2005-03-03,Classic Cars,77,Sweden,Medium,2005,3,3
61,73.92,4,4509.12,2005-04-14,Classic Cars,77,France,Medium,2005,4,14
39,83.93,9,3273.27,2005-05-17,Classic Cars,77,Austria,Medium,2005,5,17
38,100.0,3,4432.7,2003-03-10,Classic Cars,142,USA,Medium,2003,3,10
31,100.0,1,4100.99,2003-05-08,Classic Cars,142,France,Medium,2003,5,8
36,100.0,1,5274.72,2003-07-04,Classic Cars,142,France,Medium,2003,7,4
25,100.0,12,4232.0,2003-09-11,Classic Cars,142,Australia,Medium,2003,9,11
48,100.0,11,6145.44,2003-10-17,Classic Cars,142,Denmark,Medium,2003,10,17
35,100.0,1,4680.2,2003-11-05,Classic Cars,142,Canada,Medium,2003,11,5
21,100.0,5,3286.08,2003-11-12,Classic Cars,142,Norway,Medium,2003,11,12
47,100.0,10,7421.3,2003-11-20,Classic Cars,142,USA,Large,2003,11,20
38,100.0,16,6432.64,2003-12-02,Classic Cars,142,USA,Medium,2003,12,2
41,100.0,9,4840.87,2004-01-16,Classic Cars,142,Spain,Medium,2004,1,16
24,100.0,7,3892.08,2004-02-26,Classic Cars,142,USA,Medium,2004,2,26
37,100.0,2,5526.32,2004-04-13,Classic Cars,142,Japan,Medium,2004,4,13
